Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
3547,2106,300,15,0,0,1320,176,232,196,918,34.96,333.36,1177.26,50.98,Type_17,Area_4,Type_4
3723,2114,336,19,0,0,1218,175,211,173,1140,86.13,414.64,998.7,26.31,Type_17,Area_4,Type_4
3646,2115,164,18,30,5,1273,234,242,132,1073,39.27,386.31,806.38,13.67,Type_1,Area_4,Type_4
2338,2032,81,10,0,0,488,234,222,118,618,52.14,267.37,638.2,32.08,Type_17,Area_4,Type_4
2677,2059,311,17,30,7,807,170,225,194,661,52.07,284.47,160.18,18.35,Type_17,Area_4,Type_4
3093,2170,110,36,175,102,537,253,174,15,153,53.94,166.18,966.67,14.16,Type_3,Area_4,Type_4
5065,2274,112,27,201,63,616,254,200,55,1676,74.23,299.13,321.12,51.15,Type_3,Area_4,Type_4
2986,2044,13,14,0,0,331,205,209,139,350,88.02,336.83,896.37,49.39,Type_3,Area_4,Type_4
4019,2291,129,16,0,0,1065,244,229,108,306,47.84,423.64,546.37,11.08,Type_6,Area_4,Type_4
4339,2193,38,24,0,0,1338,211,179,91,939,52.99,225.38,329.45,47.03,Type_17,Area_4,Type_4
3364,2328,243,21,351,34,1200,175,251,210,782,45.84,374.88,322.4,24.47,Type_2,Area_4,Type_4
2337,2046,84,29,30,16,518,246,177,39,646,57.37,433.99,316.43,39.34,Type_1,Area_4,Type_4
5892,2360,82,10,0,0,752,234,222,119,1173,65.17,269.7,1022.8,64.33,Type_5,Area_4,Type_4
2985,2055,90,26,30,11,335,248,190,54,335,62.79,263.89,653.97,52.57,Type_3,Area_4,Type_4
12609,2133,3,15,0,0,1298,199,211,148,1358,81.97,154.17,815.0,50.91,Type_17,Area_4,Type_4
12408,2258,124,34,277,158,792,253,194,39,270,43.04,337.88,1128.78,24.99,Type_3,Area_4,Type_4
2201,2032,31,10,30,5,451,218,218,135,618,88.61,265.54,428.38,43.43,Type_17,Area_4,Type_4
5431,2266,354,27,30,8,1653,166,183,147,850,66.44,318.42,585.18,13.2,Type_10,Area_4,Type_4
4194,2146,100,14,0,0,1422,243,219,102,774,73.81,251.26,651.76,51.21,Type_3,Area_4,Type_4
13205,2287,68,23,60,35,360,236,188,71,1639,60.27,446.39,395.42,28.0,Type_4,Area_4,Type_4
13346,2290,84,22,0,0,1328,245,197,70,824,56.18,215.34,501.73,41.13,Type_17,Area_4,Type_4
4334,2209,177,5,0,0,793,222,242,155,350,68.64,267.73,1037.5,16.01,Type_14,Area_4,Type_4
2600,2046,98,10,0,0,799,237,225,118,612,38.03,332.66,834.23,41.82,Type_1,Area_4,Type_4
4938,2196,329,10,30,0,853,196,228,172,1445,64.14,193.09,797.05,60.91,Type_4,Area_4,Type_4
4558,2329,90,6,0,0,1385,230,230,134,285,70.74,311.18,644.65,55.15,Type_6,Area_4,Type_4
3172,2065,338,8,0,0,543,202,228,165,175,45.61,285.21,822.96,27.73,Type_3,Area_4,Type_4
4044,2289,133,21,234,106,1345,248,225,95,973,67.16,186.71,739.87,29.32,Type_3,Area_4,Type_4
2144,2037,29,24,0,0,582,204,182,104,485,48.86,266.03,597.47,42.24,Type_10,Area_4,Type_4
5157,2179,112,25,30,5,1421,253,204,63,537,41.04,229.3,298.18,58.39,Type_2,Area_4,Type_4
4123,2219,110,10,0,0,1159,237,230,123,301,71.87,311.12,166.02,24.79,Type_17,Area_4,Type_4
3419,2314,237,17,390,20,1242,187,253,200,815,43.92,237.87,497.89,12.09,Type_2,Area_4,Type_4
13249,2273,167,12,0,0,1560,230,244,145,631,64.85,168.56,835.61,34.27,Type_3,Area_4,Type_4
4968,2372,76,19,342,147,551,240,200,83,1771,72.91,170.12,630.1,39.89,Type_6,Area_4,Type_4
12598,2237,72,23,228,107,1266,239,189,69,666,56.31,158.25,399.48,22.92,Type_10,Area_4,Type_4
13123,2397,114,10,30,11,875,238,230,122,999,33.98,262.42,545.71,18.01,Type_6,Area_4,Type_4
12222,2048,142,16,42,2,882,241,235,118,543,34.4,206.4,856.92,19.22,Type_1,Area_4,Type_4
13376,2296,18,3,0,0,1200,217,233,153,977,64.03,372.3,186.43,38.47,Type_17,Area_4,Type_4
4590,2157,76,14,0,0,741,236,214,106,1513,73.76,315.95,1128.36,64.16,Type_1,Area_4,Type_4
5482,2245,46,18,0,0,379,223,199,104,1777,47.64,244.68,1043.28,47.97,Type_4,Area_4,Type_4
5310,2253,119,25,67,28,474,253,210,70,1826,83.64,152.23,421.96,56.13,Type_3,Area_4,Type_4
3934,2192,159,16,0,0,816,235,241,131,420,43.36,433.05,923.77,11.25,Type_4,Area_4,Type_4
13055,2216,73,16,0,0,1574,237,207,96,272,32.54,220.5,964.58,64.2,Type_3,Area_4,Type_4
3430,2253,117,41,234,149,882,251,168,0,313,65.22,165.05,1125.32,41.89,Type_3,Area_4,Type_4
4753,2182,93,23,0,0,730,249,197,64,1001,70.54,256.69,439.33,35.53,Type_4,Area_4,Type_4
2789,2066,325,23,0,0,976,158,209,188,242,87.09,323.57,461.96,17.07,Type_10,Area_4,Type_4
3956,2292,136,19,256,129,1429,246,229,104,890,82.1,343.34,1125.74,46.7,Type_3,Area_4,Type_4
5033,2355,79,11,0,0,1207,234,220,117,659,63.86,219.99,341.29,6.96,Type_16,Area_4,Type_4
4047,2248,137,26,162,90,1443,249,221,83,853,49.82,156.48,814.68,29.08,Type_3,Area_4,Type_4
5748,2311,52,8,0,0,968,225,223,132,912,88.8,419.01,1160.96,21.88,Type_14,Area_4,Type_4
5010,2235,0,1,0,0,1556,217,236,156,866,55.82,350.51,708.29,33.93,Type_17,Area_4,Type_4
12744,2207,45,3,0,0,792,220,232,148,319,41.19,334.34,290.84,29.81,Type_14,Area_4,Type_4
3796,2133,321,28,30,15,1165,136,200,197,1207,69.52,297.44,511.34,58.9,Type_17,Area_4,Type_4
4077,2216,145,6,0,0,1110,228,239,144,404,55.74,203.16,284.26,23.64,Type_17,Area_4,Type_4
5479,2288,103,25,120,47,268,252,199,60,1736,75.97,439.72,1179.51,27.47,Type_3,Area_4,Type_4
3508,2341,231,26,430,47,1233,171,253,209,765,57.9,213.64,479.45,28.19,Type_6,Area_4,Type_4
12391,2078,114,8,0,0,1328,235,232,129,663,70.96,263.3,457.11,53.45,Type_1,Area_4,Type_4
4483,2356,117,21,339,159,876,251,215,81,1473,63.21,313.8,781.58,48.98,Type_6,Area_4,Type_4
2764,2071,116,26,30,-4,912,253,206,63,175,56.86,346.45,343.4,8.58,Type_1,Area_4,Type_4
5171,2284,34,5,0,0,531,219,228,145,832,55.53,381.3,281.93,48.16,Type_4,Area_4,Type_4
3304,2161,117,33,150,83,685,254,191,37,60,49.27,355.97,499.96,16.49,Type_3,Area_4,Type_4
4554,2176,339,11,42,4,1214,196,224,167,1087,83.17,329.3,131.58,36.36,Type_4,Area_4,Type_4
6030,2400,68,19,0,0,655,236,198,86,379,36.07,231.33,708.5,51.01,Type_1,Area_4,Type_4
4899,2155,96,6,0,0,1523,231,231,133,218,35.39,329.72,106.97,62.15,Type_3,Area_4,Type_4
3613,2271,122,28,366,145,1167,254,205,58,636,52.47,334.86,572.18,61.71,Type_3,Area_4,Type_4
5192,2189,114,27,0,0,1464,254,200,55,525,72.05,225.74,541.51,41.63,Type_2,Area_4,Type_4
4933,2369,70,17,366,148,573,236,204,93,1752,87.69,321.74,350.24,57.35,Type_6,Area_4,Type_4
4342,2370,37,12,446,176,916,219,214,128,1465,32.9,381.88,170.33,24.29,Type_6,Area_4,Type_4
3299,2243,129,34,258,143,774,252,199,46,240,52.53,362.66,626.04,12.8,Type_3,Area_4,Type_4
3072,2196,102,33,212,128,525,253,177,23,190,66.6,351.18,177.48,11.26,Type_3,Area_4,Type_4
3651,2116,77,16,0,0,1273,238,210,98,960,76.17,328.45,306.07,52.37,Type_17,Area_4,Type_4
5725,2308,59,13,0,0,1006,229,213,115,872,37.82,436.26,882.33,43.18,Type_14,Area_4,Type_4
3988,2166,207,28,30,13,1209,189,252,183,1012,57.0,158.67,575.85,59.53,Type_1,Area_4,Type_4
12918,2329,131,25,277,132,716,250,218,80,1602,66.78,332.01,1011.64,61.12,Type_3,Area_4,Type_4
5828,2306,348,23,0,0,983,172,196,159,918,34.24,204.95,417.37,39.14,Type_10,Area_4,Type_4
3164,2252,136,32,285,174,666,249,207,58,201,60.16,292.67,551.42,48.0,Type_3,Area_4,Type_4
12544,2316,132,28,541,153,1471,251,213,70,997,43.06,189.63,620.46,44.51,Type_2,Area_4,Type_4
5215,2369,114,35,212,128,384,254,183,26,1911,53.63,390.4,429.65,33.08,Type_3,Area_4,Type_4
13051,2355,111,36,216,114,426,253,176,16,1869,85.66,245.97,901.55,56.89,Type_3,Area_4,Type_4
12276,2080,305,23,30,16,979,150,221,208,242,53.45,266.13,1138.12,10.58,Type_17,Area_4,Type_4
5453,2221,63,13,0,0,1383,231,212,111,551,42.81,153.91,791.97,31.93,Type_2,Area_4,Type_4
12800,2324,116,26,297,131,999,253,206,63,1340,56.1,189.94,763.64,31.86,Type_3,Area_4,Type_4
2159,2025,33,19,42,9,424,213,195,111,503,57.02,186.31,118.51,19.44,Type_10,Area_4,Type_4
4787,2239,136,31,85,42,849,249,210,63,1443,82.55,246.26,145.08,18.57,Type_3,Area_4,Type_4
5747,2316,83,11,0,0,960,235,221,116,927,70.46,414.19,798.09,5.73,Type_5,Area_4,Type_4
4788,2227,134,32,67,33,870,250,206,57,1421,84.32,361.97,421.11,41.17,Type_3,Area_4,Type_4
12829,2172,128,13,0,0,1211,241,232,118,1084,52.53,299.06,927.95,30.04,Type_4,Area_4,Type_4
4576,2288,23,2,0,0,175,218,235,154,408,48.76,211.12,521.51,59.16,Type_11,Area_4,Type_4
12392,2353,117,9,228,59,960,236,232,128,573,86.44,255.79,90.02,21.02,Type_6,Area_4,Type_4
3719,2168,316,15,0,0,1034,179,226,187,685,56.57,434.34,896.78,50.29,Type_14,Area_4,Type_4
5668,2278,99,14,30,12,390,242,220,104,1597,80.07,384.24,768.77,27.1,Type_4,Area_4,Type_4
12494,2101,39,19,0,0,630,217,195,106,684,38.05,374.36,184.63,42.79,Type_5,Area_4,Type_4
5064,2287,112,28,216,66,594,254,198,52,1698,49.67,441.7,1120.98,57.9,Type_3,Area_4,Type_4
4000,2332,225,3,361,144,1279,215,242,165,1087,39.68,402.83,645.62,5.96,Type_6,Area_4,Type_4
2649,2053,48,11,30,0,983,224,215,123,424,55.96,270.3,726.67,62.91,Type_17,Area_4,Type_4
12710,2210,122,22,0,0,765,251,216,81,350,49.7,202.95,895.08,57.83,Type_4,Area_4,Type_4
4278,2232,147,27,0,0,722,244,225,92,443,50.29,380.72,596.82,27.29,Type_4,Area_4,Type_4
12886,2207,219,16,30,4,1478,199,254,187,830,35.04,292.48,760.33,9.1,Type_17,Area_4,Type_4
5650,2247,11,2,0,0,1189,217,234,155,713,64.85,191.04,109.12,17.59,Type_2,Area_4,Type_4
4486,2319,119,26,277,125,932,253,207,64,1398,74.54,257.58,856.58,15.71,Type_3,Area_4,Type_4
2291,2030,121,4,0,0,481,227,236,144,644,66.65,223.15,801.14,16.59,Type_17,Area_4,Type_4
3503,2335,68,8,499,256,1423,228,225,130,1001,89.83,281.73,272.51,7.22,Type_2,Area_4,Type_4
3286,2336,235,6,342,42,1240,210,245,173,870,34.54,165.19,776.59,26.95,Type_2,Area_4,Type_4
4633,2238,173,17,30,4,1455,228,246,144,601,78.14,165.74,1075.2,38.58,Type_1,Area_4,Type_4
4595,2396,149,12,430,199,741,236,239,131,1600,55.65,270.54,230.75,19.59,Type_6,Area_4,Type_4
3497,2107,130,19,30,3,1350,247,226,100,895,81.78,298.35,474.06,17.26,Type_1,Area_4,Type_4
12759,2214,146,14,0,0,782,239,237,125,342,42.8,200.14,439.62,33.76,Type_14,Area_4,Type_4
12340,2052,316,14,0,0,361,182,227,185,324,39.01,409.38,849.97,27.83,Type_3,Area_4,Type_4
12401,2136,41,5,0,0,955,220,229,145,641,74.62,272.04,480.95,23.78,Type_14,Area_4,Type_4
5333,2234,147,11,0,0,446,235,239,133,1022,35.22,345.14,162.64,28.07,Type_16,Area_4,Type_4
4151,2238,139,24,124,75,1379,248,224,90,914,37.09,298.35,854.15,36.88,Type_3,Area_4,Type_4
3152,2076,322,11,0,0,1329,193,229,176,641,44.9,274.31,884.57,17.64,Type_17,Area_4,Type_4
3724,2129,341,27,30,19,1209,152,188,168,1115,41.14,319.1,782.26,21.66,Type_17,Area_4,Type_4
4653,2200,113,22,42,13,1018,251,211,76,1273,58.53,157.33,1100.37,45.68,Type_3,Area_4,Type_4
3284,2075,292,9,0,0,1383,196,239,183,722,82.95,326.83,838.24,14.72,Type_17,Area_4,Type_4
2964,2079,102,35,67,35,313,252,170,14,351,88.71,423.53,1099.53,9.61,Type_3,Area_4,Type_4
5855,2319,315,3,0,0,953,211,237,164,947,54.41,238.21,102.8,23.19,Type_10,Area_4,Type_4
3765,2206,97,13,228,80,1200,241,221,108,607,59.57,401.02,464.29,13.78,Type_10,Area_4,Type_4
12823,2202,321,3,30,2,1358,211,236,164,743,38.68,361.68,191.13,12.6,Type_17,Area_4,Type_4
3092,2254,96,33,283,182,600,251,174,24,212,87.45,205.17,853.44,23.07,Type_3,Area_4,Type_4
4869,2260,116,13,30,5,811,242,227,112,560,65.79,220.99,1034.53,14.04,Type_4,Area_4,Type_4
4087,2314,122,16,382,134,1176,245,226,105,1195,37.86,435.95,1024.96,7.73,Type_6,Area_4,Type_4
12379,2300,124,37,351,213,680,252,186,26,268,61.64,444.4,454.33,48.66,Type_3,Area_4,Type_4
2619,2055,108,2,0,0,865,221,237,151,256,80.56,250.08,342.05,60.9,Type_1,Area_4,Type_4
2695,2045,352,10,0,0,895,202,222,158,570,87.81,332.08,745.47,49.89,Type_17,Area_4,Type_4
5255,2295,57,12,30,7,446,228,215,119,808,81.78,279.58,666.07,23.07,Type_4,Area_4,Type_4
4347,2340,109,19,339,147,1003,249,215,86,1348,77.99,415.52,496.4,39.91,Type_6,Area_4,Type_4
3027,2079,262,2,0,0,1231,215,239,162,513,86.67,366.44,595.55,21.54,Type_17,Area_4,Type_4
4083,2127,255,5,30,-4,977,209,243,172,1423,67.52,409.61,879.28,43.97,Type_17,Area_4,Type_4
3970,2280,4,7,0,0,1048,211,227,153,371,53.86,375.26,119.94,16.56,Type_16,Area_4,Type_4
3728,2276,122,13,470,118,1423,242,229,114,920,35.54,339.03,137.23,30.03,Type_2,Area_4,Type_4
2862,2073,267,8,0,0,984,200,244,183,256,46.95,194.61,445.61,14.37,Type_17,Area_4,Type_4
3766,2203,158,15,201,77,1182,235,241,132,582,48.0,364.98,979.73,13.54,Type_3,Area_4,Type_4
13045,2287,111,11,0,0,511,240,228,117,824,55.56,400.16,736.95,8.25,Type_4,Area_4,Type_4
12928,2134,114,11,0,0,1365,239,229,119,360,61.17,206.73,646.57,60.81,Type_3,Area_4,Type_4
12061,2033,39,20,42,10,514,217,192,103,564,87.14,449.53,758.8,28.21,Type_10,Area_4,Type_4
6224,2305,137,9,0,0,849,234,237,134,815,52.0,325.73,198.04,64.12,Type_17,Area_4,Type_4
3471,2287,141,22,400,167,1082,246,228,99,582,31.15,197.28,1061.23,36.99,Type_3,Area_4,Type_4
12456,2105,136,17,0,0,1397,244,231,109,824,38.98,215.93,398.4,31.43,Type_1,Area_4,Type_4
5016,2190,270,10,30,2,595,194,244,189,1252,42.7,172.44,820.55,11.17,Type_16,Area_4,Type_4
3130,2280,125,35,323,202,661,252,191,34,242,80.31,213.48,231.14,5.73,Type_3,Area_4,Type_4
12587,2215,60,26,216,89,1224,230,177,65,624,42.51,206.11,811.22,6.95,Type_10,Area_4,Type_4
5438,2308,115,29,150,67,258,254,197,47,1756,80.5,355.07,298.17,14.96,Type_3,Area_4,Type_4
4685,2207,183,29,0,0,1485,214,244,143,870,76.53,224.3,483.21,34.61,Type_1,Area_4,Type_4
4224,2173,22,13,30,-1,1271,211,211,134,886,78.6,385.91,393.09,50.88,Type_17,Area_4,Type_4
3259,2188,128,31,182,110,671,252,203,52,95,53.51,348.71,579.4,63.09,Type_3,Area_4,Type_4
3294,2346,224,28,342,52,912,171,252,205,450,62.51,445.15,363.18,64.51,Type_6,Area_4,Type_4
3097,2094,99,29,85,41,495,252,185,40,175,88.62,334.08,618.54,22.78,Type_3,Area_4,Type_4
3465,2101,268,18,0,0,1388,172,244,210,842,40.76,378.3,186.01,30.17,Type_17,Area_4,Type_4
4200,2338,248,9,150,12,1176,202,247,183,108,67.03,448.85,915.1,50.82,Type_6,Area_4,Type_4
13315,2339,61,11,0,0,430,229,218,121,571,60.01,322.0,177.74,61.13,Type_2,Area_4,Type_4
4878,2366,84,16,390,145,595,241,211,95,1734,71.76,241.11,345.65,33.09,Type_6,Area_4,Type_4
2962,2140,63,34,150,89,350,227,150,29,331,50.72,290.33,185.15,12.37,Type_10,Area_4,Type_4
5481,2264,80,20,60,23,323,242,200,78,1756,78.7,405.36,303.13,49.29,Type_3,Area_4,Type_4
12873,2181,36,2,0,0,1084,219,234,152,1211,52.27,212.54,704.93,65.0,Type_4,Area_4,Type_4
13035,2278,80,20,0,0,1044,242,201,80,1194,32.54,295.7,1156.27,52.94,Type_10,Area_4,Type_4
5651,2248,345,8,0,0,1194,204,227,162,721,74.5,193.47,692.94,60.49,Type_14,Area_4,Type_4
12591,2177,284,23,30,12,1036,149,233,221,592,82.89,343.98,730.39,53.92,Type_14,Area_4,Type_4
3980,2198,126,13,0,0,787,242,231,115,395,55.57,346.8,710.67,60.95,Type_14,Area_4,Type_4
4135,2172,261,18,30,10,1195,172,247,211,808,65.61,194.06,113.54,26.11,Type_10,Area_4,Type_4
4429,2220,18,12,0,0,828,211,215,140,351,40.74,415.68,753.89,7.39,Type_14,Area_4,Type_4
5902,2355,337,10,0,0,819,197,225,167,1533,62.58,363.95,661.1,21.17,Type_5,Area_4,Type_4
13322,2359,96,17,0,0,524,245,213,90,484,50.34,402.43,242.21,55.59,Type_1,Area_4,Type_4
12971,2180,45,10,0,0,1641,223,219,130,127,60.2,170.22,1164.86,57.77,Type_3,Area_4,Type_4
12495,2094,44,20,0,0,600,220,191,97,655,34.45,240.53,632.66,39.56,Type_5,Area_4,Type_4
3208,2252,128,35,295,165,708,252,195,39,218,74.9,201.54,687.58,46.96,Type_3,Area_4,Type_4
2270,2041,112,25,30,2,510,253,203,62,685,60.74,220.55,430.37,41.8,Type_1,Area_4,Type_4
3249,2354,126,22,247,60,1003,250,219,85,601,82.23,250.19,507.96,8.04,Type_6,Area_4,Type_4
5508,2316,128,16,210,75,175,245,228,107,1681,49.37,434.74,646.96,13.9,Type_3,Area_4,Type_4
3433,2185,121,28,150,85,819,254,205,59,201,75.4,301.91,1086.39,58.97,Type_3,Area_4,Type_4
3254,2330,123,41,361,230,828,249,173,0,361,37.03,433.86,409.31,39.96,Type_3,Area_4,Type_4
2806,2064,335,13,30,-11,955,189,221,171,212,88.64,384.6,704.23,64.48,Type_17,Area_4,Type_4
3506,2291,157,10,470,-2,1326,231,242,142,883,67.36,369.81,492.14,19.19,Type_2,Area_4,Type_4
5575,2233,35,11,0,0,1288,219,215,130,646,68.84,357.67,850.49,32.83,Type_2,Area_4,Type_4
6371,2391,62,16,0,0,708,232,205,101,886,69.84,350.92,209.77,7.43,Type_1,Area_4,Type_4
3865,2137,13,12,0,0,1266,208,215,142,1366,36.35,348.4,176.63,54.19,Type_17,Area_4,Type_4
12548,2292,177,29,443,152,1315,219,242,134,797,70.79,231.81,933.04,30.81,Type_3,Area_4,Type_4
3804,2165,127,30,85,40,1142,253,206,58,509,89.01,163.99,628.95,18.81,Type_3,Area_4,Type_4
12480,2008,81,6,0,0,300,228,230,136,362,35.3,271.66,204.65,30.27,Type_14,Area_4,Type_4
4802,2134,15,16,0,0,1218,204,206,136,540,34.23,256.44,872.02,18.95,Type_14,Area_4,Type_4
4652,2212,119,25,67,25,997,253,210,69,1294,73.05,428.08,460.15,30.95,Type_3,Area_4,Type_4
4010,2171,114,27,85,35,1317,254,200,55,680,33.4,238.89,1104.76,45.71,Type_3,Area_4,Type_4
3556,2327,215,26,459,33,1253,184,253,192,771,67.44,301.75,898.76,53.81,Type_6,Area_4,Type_4
3675,2108,338,16,0,0,920,183,215,170,256,66.5,184.46,268.15,37.77,Type_4,Area_4,Type_4
3422,2360,143,18,361,66,1149,243,233,111,696,67.42,438.95,759.35,55.96,Type_6,Area_4,Type_4
5231,2182,91,16,0,0,1485,243,212,93,541,69.88,234.88,914.12,15.84,Type_2,Area_4,Type_4
3257,2241,128,34,268,150,732,252,197,42,212,71.52,399.29,1124.7,53.56,Type_3,Area_4,Type_4
3617,2271,207,33,277,151,1087,180,248,182,524,63.41,286.22,869.8,20.29,Type_3,Area_4,Type_4
3255,2309,125,40,339,209,807,250,178,15,331,50.23,212.1,233.53,52.82,Type_3,Area_4,Type_4
12642,2331,11,9,361,148,1321,211,222,148,1047,70.7,273.45,792.83,61.39,Type_6,Area_4,Type_4
4229,2135,13,8,0,0,882,213,225,149,1493,57.97,353.23,403.57,34.31,Type_17,Area_4,Type_4
2162,2014,59,4,0,0,488,223,231,143,484,67.26,258.12,913.74,42.35,Type_17,Area_4,Type_4
3614,2258,137,24,342,133,1146,249,222,87,607,77.86,428.45,1086.64,32.9,Type_3,Area_4,Type_4
3201,2358,73,12,218,64,984,234,217,113,603,63.2,221.15,841.85,37.61,Type_6,Area_4,Type_4
3288,2336,204,12,309,42,1190,213,251,171,810,78.21,402.36,975.85,42.09,Type_2,Area_4,Type_4
4741,2192,320,11,85,11,1092,192,230,177,1218,73.12,370.09,347.4,29.04,Type_10,Area_4,Type_4
2648,2062,322,21,30,3,882,162,214,189,247,60.02,380.48,222.5,43.42,Type_17,Area_4,Type_4
4779,2373,118,19,395,176,642,249,220,92,1698,44.47,425.22,714.79,44.52,Type_6,Area_4,Type_4
3955,2304,135,14,283,141,1392,241,233,118,942,43.89,278.75,236.72,60.51,Type_3,Area_4,Type_4
3076,2054,311,10,0,0,451,194,233,179,255,81.97,318.19,521.62,58.75,Type_4,Area_4,Type_4
4032,2178,314,30,30,19,1148,127,201,206,816,46.24,364.67,586.8,56.34,Type_17,Area_4,Type_4
5652,2319,333,10,0,0,1120,197,228,169,1410,70.51,180.97,783.96,49.23,Type_10,Area_4,Type_4
12791,2079,28,18,0,0,481,210,198,118,752,47.56,388.01,519.0,7.83,Type_10,Area_4,Type_4
13373,2299,175,16,0,0,1140,227,247,147,1026,31.05,348.4,935.84,13.65,Type_17,Area_4,Type_4
6142,2439,34,9,0,0,371,219,221,138,1289,51.7,261.82,553.35,33.23,Type_6,Area_4,Type_4
12533,2327,109,27,547,246,1452,254,198,53,990,33.22,282.04,548.17,43.82,Type_2,Area_4,Type_4
6135,2284,43,19,0,0,120,220,194,101,1036,31.08,224.27,792.53,12.57,Type_14,Area_4,Type_4
4800,2142,137,19,0,0,1390,245,229,105,330,68.09,420.64,858.91,5.89,Type_3,Area_4,Type_4
12171,2043,123,23,30,7,671,251,216,80,691,51.9,316.17,840.87,42.85,Type_1,Area_4,Type_4
3630,2021,343,13,0,0,360,192,219,165,458,67.64,377.2,303.38,8.05,Type_14,Area_4,Type_4
5537,2254,50,19,0,0,395,225,196,97,1733,38.73,191.58,890.9,59.63,Type_4,Area_4,Type_4
5141,2266,105,23,150,45,573,251,206,71,1718,64.54,401.82,1038.08,60.36,Type_3,Area_4,Type_4
3880,2125,109,17,0,0,1167,247,219,96,516,43.88,390.86,1085.77,30.29,Type_3,Area_4,Type_4
4396,2368,73,15,404,174,907,237,209,100,1466,80.53,354.72,1024.1,42.8,Type_6,Area_4,Type_4
5308,2294,119,32,108,53,404,254,195,42,1888,53.35,162.61,585.84,8.04,Type_3,Area_4,Type_4
4086,2326,87,20,404,146,1158,244,204,80,1221,33.6,378.66,471.18,55.41,Type_6,Area_4,Type_4
3517,2293,131,38,268,180,984,249,190,31,418,35.11,338.22,1188.96,64.19,Type_3,Area_4,Type_4
4333,2211,128,8,0,0,778,234,235,133,376,56.39,282.01,971.86,5.87,Type_14,Area_4,Type_4
5366,2228,319,5,0,0,446,206,235,168,979,89.42,245.4,429.04,49.82,Type_16,Area_4,Type_4
3470,2298,126,29,395,4,1103,253,206,60,612,40.18,206.68,1126.65,62.32,Type_3,Area_4,Type_4
3960,2246,118,27,190,100,1374,254,204,59,768,32.36,405.84,230.27,64.06,Type_3,Area_4,Type_4
2250,2039,128,13,0,0,480,242,231,116,674,36.9,215.24,355.01,37.3,Type_1,Area_4,Type_4
4354,2168,113,19,0,0,1338,249,217,87,957,87.48,252.27,870.26,48.51,Type_3,Area_4,Type_4
3802,2187,138,19,134,62,1173,246,229,103,553,86.3,170.4,899.5,28.06,Type_10,Area_4,Type_4
12670,2305,126,19,277,122,1350,248,223,95,983,36.18,299.03,1077.72,40.69,Type_3,Area_4,Type_4
3693,2123,141,26,42,12,1259,247,222,86,1142,76.51,225.67,1184.02,10.18,Type_1,Area_4,Type_4
4866,2306,54,2,0,0,108,220,234,150,85,68.14,418.67,620.24,29.44,Type_10,Area_4,Type_4
12637,2138,27,18,30,7,1374,210,199,120,1362,73.31,249.29,231.78,19.28,Type_17,Area_4,Type_4
4535,2204,110,12,30,2,1385,241,226,112,743,63.31,310.46,235.41,35.96,Type_17,Area_4,Type_4
6337,2338,11,7,0,0,446,213,225,150,1471,40.09,190.11,439.94,41.22,Type_14,Area_4,Type_4
4236,2321,93,23,339,137,1087,249,198,65,1266,48.95,403.22,332.59,62.52,Type_6,Area_4,Type_4
13180,2230,72,8,0,0,1315,230,224,127,618,58.23,251.3,388.51,11.02,Type_2,Area_4,Type_4
6100,2298,162,19,0,0,1110,235,241,128,1055,82.46,411.5,794.42,24.29,Type_3,Area_4,Type_4
5600,2277,25,12,0,0,1167,213,213,134,711,72.92,290.27,733.09,61.99,Type_3,Area_4,Type_4
4490,2224,170,22,108,43,1082,230,243,133,1211,63.83,329.48,186.58,38.56,Type_3,Area_4,Type_4
3117,2118,154,21,0,0,553,239,237,117,457,74.32,239.91,160.55,29.22,Type_4,Area_4,Type_4
4575,2289,41,5,0,0,150,220,229,145,384,75.6,365.52,904.24,40.14,Type_11,Area_4,Type_4
6357,2314,2,5,0,0,524,212,229,155,659,62.43,245.5,815.14,23.18,Type_17,Area_4,Type_4
3655,2339,126,21,518,264,1476,250,220,87,1019,31.83,243.65,829.89,16.7,Type_2,Area_4,Type_4
3734,2214,173,22,242,88,1176,228,244,137,592,60.09,285.44,142.02,47.41,Type_3,Area_4,Type_4
3191,2121,0,9,0,0,768,206,222,154,553,48.47,259.02,261.54,7.84,Type_14,Area_4,Type_4
3940,2144,22,7,0,0,1291,216,225,146,1213,55.09,424.83,715.26,17.5,Type_17,Area_4,Type_4
3020,2088,59,1,0,0,350,220,235,152,540,77.03,418.77,819.81,14.77,Type_14,Area_4,Type_4
12940,2143,27,20,0,0,1237,207,193,115,541,47.12,363.2,951.78,62.48,Type_14,Area_4,Type_4
4076,2226,186,23,30,11,1110,217,249,153,342,64.52,443.81,630.73,22.52,Type_1,Area_4,Type_4
3522,2094,136,14,30,7,808,241,234,119,150,58.15,391.03,349.5,25.43,Type_3,Area_4,Type_4
4596,2372,116,19,350,175,792,249,218,89,1556,68.71,181.72,497.21,39.33,Type_6,Area_4,Type_4
3871,2126,296,21,85,16,1121,157,229,210,1288,53.72,266.88,698.93,59.36,Type_17,Area_4,Type_4
